node_id,x,y,semi_major,semi_minor,angle
1,933,29,32,30,0.0
2,805,195,18,17,157.5
3,211,209,24,23,22.5
4,1119,260,10,9,90.0
5,927,270,37,36,0.0
6,48,386,24,23,90.0
7,808,398,31,30,112.5
8,228,410,27,25,0.0
9,421,469,35,34,112.5
10,1054,493,29,28,90.0
11,603,507,29,27,0.0
12,534,524,29,28,67.5
13,194,571,32,28,157.5
14,330,570,52,51,157.5
15,330,592,49,47,0.0
16,150,602,44,39,112.5
17,27,616,30,28,90.0
18,487,662,28,27,0.0
19,156,664,32,29,90.0
20,19,686,22,20,90.0
21,785,690,31,29,0.0
22,1084,711,34,32,157.5
23,898,767,30,29,0.0
24,355,776,22,21,0.0
25,404,790,23,21,0.0
26,464,795,26,25,67.5
27,898,816,32,31,157.5
28,658,830,24,21,0.0
29,226,837,27,24,90.0
30,277,837,27,26,112.5
31,452,842,24,21,90.0
32,110,856,28,26,22.5
33,37,858,24,21,0.0
34,454,880,26,24,0.0
35,196,888,17,16,90.0
36,610,896,9,8,0.0
