node_id,x,y,semi_major,semi_minor,angle
1,117,20,23,21,0.0
2,643,41,19,17,90.0
3,117,44,22,21,90.0
4,153,73,19,18,67.5
5,683,77,22,21,90.0
6,1086,90,37,34,0.0
7,149,138,20,16,157.5
8,217,142,26,25,112.5
9,44,181,32,27,22.5
10,827,189,29,28,67.49999999999994
11,73,198,35,33,0.0
12,752,200,22,21,90.0
13,363,217,36,33,90.0
14,359,218,37,33,0.0
15,745,280,20,19,22.5
16,1092,287,23,21,67.49999999999994
17,1095,309,23,21,90.0
18,765,317,19,16,112.5
19,317,328,26,25,22.5
20,843,327,25,24,67.49999999999994
21,1001,384,22,21,112.5
22,538,412,15,14,90.0
23,612,413,24,23,90.0
24,529,467,28,25,67.5
25,450,475,33,32,45.0
26,460,480,33,31,22.500000000000057
27,531,482,26,24,90.0
28,333,514,14,13,90.0
29,375,516,18,17,90.0
30,487,528,29,26,0.0
31,27,532,30,28,90.0
32,110,538,31,28,157.5
33,487,552,27,26,0.0
34,313,567,30,25,67.49999999999994
35,402,575,12,11,0.0
36,585,579,29,24,0.0
37,511,580,27,20,90.0
38,509,593,19,18,22.5
39,456,597,26,25,67.5
40,958,602,36,35,157.5
41,133,616,23,22,90.0
42,194,633,18,17,22.500000000000057
43,564,672,26,25,67.5
44,566,686,24,23,90.0
45,197,713,16,15,90.0
46,712,719,44,42,67.49999999999994
47,971,719,38,34,0.0
48,192,763,19,18,135.0
49,239,764,15,14,90.0
50,797,791,38,30,90.0
51,53,844,16,15,67.5
52,753,874,31,30,90.0
53,748,875,31,29,0.0
54,314,888,17,16,0.0
