node_id,x,y,semi_major,semi_minor,angle
1,308,8,10,9,90.0
2,891,26,29,27,0.0
3,994,27,29,28,112.5
4,824,37,13,12,0.0
5,891,47,30,29,90.0
6,909,57,27,25,112.5
7,71,164,34,31,0.0
8,1121,168,8,7,90.0
9,15,381,16,14,67.5
10,13,409,15,14,90.0
11,697,423,13,12,0.0
12,403,435,37,34,90.0
13,122,441,12,11,112.5
14,25,463,20,19,0.0
15,355,521,52,48,0.0
16,370,523,55,54,67.49999999999994
17,1118,537,11,10,90.0
18,992,574,38,34,90.0
19,899,575,25,23,0.0
20,865,577,26,24,0.0
21,839,629,22,20,0.0
22,432,634,106,103,0.0
23,461,634,109,105,0.0
24,1114,645,15,14,90.0
25,1037,650,30,27,90.0
26,282,711,72,53,0.0
27,759,717,18,17,112.5
28,757,750,17,16,22.5
29,248,756,57,56,22.5
30,243,757,61,51,90.0
31,513,766,62,59,67.5
32,801,774,26,24,0.0
33,1002,802,20,19,157.5
34,810,836,23,22,0.0
35,1099,850,31,29,90.0
36,882,851,35,34,157.5
37,1073,852,32,31,90.0
38,184,854,49,39,157.5
39,513,857,51,47,0.0
40,252,858,37,36,90.0
41,587,886,19,18,0.0
42,766,894,11,10,90.0
