node_id,x,y,semi_major,semi_minor,angle
1,955,20,23,21,0.0
2,803,182,18,17,157.5
3,928,261,42,41,67.5
4,323,266,25,24,0.0
5,317,364,33,29,157.5
6,800,371,27,25,90.0
7,516,380,19,18,157.5
8,43,385,26,25,90.0
9,421,450,38,37,112.5
10,623,499,32,31,0.0
11,1052,499,29,28,112.5
12,653,501,31,30,22.500000000000057
13,543,517,26,24,22.500000000000057
14,178,566,30,28,157.5
15,138,584,38,37,0.0
16,25,593,28,26,90.0
17,367,646,27,24,90.0
18,490,654,33,31,157.5
19,8,686,10,9,90.0
20,157,689,37,36,0.0
21,788,691,27,25,0.0
22,1093,716,31,30,112.5
23,345,747,17,16,157.5
24,561,750,29,28,22.5
25,896,809,32,31,0.0
26,684,813,26,24,0.0
27,215,833,28,27,90.0
28,832,869,35,34,90.0
29,724,878,26,25,90.0
30,187,887,18,17,90.0
31,623,890,15,14,0.0
