node_id,x,y,semi_major,semi_minor,angle
1,750,17,19,18,0.0
2,739,192,37,34,22.500000000000057
3,284,207,32,31,157.5
4,266,207,31,30,157.5
5,712,218,33,32,22.5
6,339,248,27,24,22.500000000000057
7,893,334,30,29,22.5
8,317,340,26,25,157.5
9,508,349,28,27,67.49999999999994
10,344,378,32,31,67.5
11,41,380,28,26,90.0
12,667,460,29,28,0.0
13,711,465,33,32,0.0
14,1052,515,28,26,112.5
15,22,567,25,23,90.0
16,298,645,37,36,22.5
17,327,647,37,34,0.0
18,513,648,24,23,157.5
19,12,684,14,13,0.0
20,162,716,19,18,22.500000000000057
21,607,718,35,32,112.5
22,468,742,29,28,67.49999999999994
23,447,752,29,28,67.5
24,167,791,37,32,22.5
25,648,802,40,36,22.500000000000057
26,195,817,36,34,67.5
27,422,818,24,23,0.0
28,324,826,34,30,112.5
29,375,826,24,23,0.0
30,55,833,34,32,67.5
31,1068,848,37,35,90.0
32,320,853,32,31,22.5
33,780,861,39,38,0.0
34,348,868,34,28,157.5
35,371,868,27,25,0.0
36,54,880,25,24,0.0
37,645,880,26,24,0.0
38,192,882,24,22,0.0
39,453,895,10,9,0.0
