node_id,x,y,semi_major,semi_minor,angle
1,424,51,56,52,0.0
2,42,65,47,43,90.0
3,116,67,59,57,0.0
4,636,68,69,68,90.0
5,655,68,70,69,0.0
6,295,94,62,59,22.500000000000057
7,372,94,65,63,112.5
8,285,99,58,57,22.5
9,716,102,62,57,112.5
10,384,122,43,39,0.0
11,591,186,63,59,157.5
12,716,187,63,52,0.0
13,424,188,44,40,22.500000000000057
14,665,201,48,46,0.0
15,803,213,63,55,157.5
16,1088,294,41,40,90.0
17,874,306,102,100,0.0
18,989,343,90,82,90.0
19,1046,418,67,65,67.5
20,1071,418,62,57,90.0
21,107,430,87,79,90.0
22,1082,449,50,46,90.0
23,748,456,60,59,90.0
24,133,465,93,88,157.5
25,210,473,62,60,90.0
26,34,492,29,28,112.5
27,104,577,59,57,90.0
28,95,656,82,71,0.0
29,980,706,19,18,90.0
30,184,716,78,75,0.0
31,948,746,14,13,157.5
32,1015,759,18,17,157.5
33,634,799,55,48,90.0
34,450,812,44,41,90.0
35,629,812,57,56,90.0
36,926,847,16,15,90.0
37,993,848,24,23,112.5
38,425,864,41,40,90.0
39,522,864,40,39,90.0
40,526,864,43,40,0.0
41,634,883,22,21,0.0
42,1076,893,12,11,0.0
