node_id,x,y,semi_major,semi_minor,angle
1,891,9,11,10,0.0
2,995,18,21,19,0.0
3,10,21,12,11,90.0
4,1107,46,22,21,90.0
5,42,99,47,43,90.0
6,47,137,49,48,90.0
7,175,174,57,56,157.5
8,334,209,26,24,0.0
9,374,218,38,36,157.5
10,458,236,41,37,157.5
11,457,238,42,36,157.5
12,410,266,58,56,0.0
13,396,267,62,59,22.500000000000057
14,495,300,26,25,22.500000000000057
15,894,308,44,43,0.0
16,802,313,42,40,90.0
17,956,313,51,49,0.0
18,350,326,95,90,112.5
19,346,334,100,93,90.0
20,791,351,55,54,157.5
21,570,389,99,98,0.0
22,603,389,97,90,0.0
23,641,417,87,62,0.0
24,523,475,139,113,157.5
25,385,501,140,127,0.0
26,416,501,147,132,0.0
27,603,543,38,37,112.5
28,1116,570,13,12,90.0
29,1067,595,25,24,0.0
30,1082,595,24,23,90.0
31,988,614,18,17,157.5
32,980,619,20,17,157.5
33,1028,624,26,24,67.5
34,858,642,23,22,135.0
35,996,661,25,23,90.0
36,540,686,61,59,22.500000000000057
37,931,715,24,23,112.5
38,974,714,29,28,90.0
39,199,731,49,43,90.0
40,866,732,28,27,112.5
41,865,743,25,22,0.0
42,842,754,25,23,0.0
43,792,773,16,15,135.0
44,543,775,62,57,90.0
45,870,784,20,18,0.0
46,175,792,49,45,112.5
47,873,797,23,20,90.0
48,542,825,62,61,90.0
49,1103,835,27,25,90.0
50,846,842,21,19,112.5
51,1049,843,19,18,157.5
52,857,886,19,18,0.0
53,203,888,17,16,0.0
54,1044,888,17,16,90.0
