node_id,x,y,semi_major,semi_minor,angle
1,155,22,24,23,0.0
2,926,25,28,26,0.0
3,5,69,7,6,67.5
4,803,204,22,21,0.0
5,24,242,22,20,90.0
6,725,315,30,28,157.5
7,52,391,24,23,90.0
8,227,449,29,28,67.5
9,226,483,25,24,0.0
10,426,485,31,28,157.5
11,591,508,25,23,112.5
12,532,537,28,26,67.5
13,267,549,29,25,112.5
14,202,571,29,28,157.5
15,238,571,27,25,0.0
16,340,571,34,30,67.5
17,155,617,36,33,90.0
18,335,627,30,29,0.0
19,31,647,35,32,90.0
20,475,666,27,26,0.0
21,31,667,35,32,90.0
22,162,671,31,28,90.0
23,786,675,25,24,0.0
24,542,689,27,25,90.0
25,364,771,31,30,90.0
26,894,778,32,31,157.5
27,591,793,23,22,0.0
28,461,796,26,23,0.0
29,359,796,28,26,0.0
30,14,798,16,15,90.0
31,517,809,24,22,0.0
32,658,838,27,26,0.0
33,226,842,25,23,90.0
34,260,842,25,23,0.0
35,410,854,23,21,0.0
36,447,856,29,27,67.49999999999994
37,449,864,30,29,135.0
38,512,867,23,22,90.0
39,843,867,33,30,112.5
40,30,876,24,22,157.5
