node_id,x,y,semi_major,semi_minor,angle
1,250,6,8,7,0.0
2,214,7,9,8,0.0
3,330,8,10,9,0.0
4,831,24,27,25,0.0
5,363,49,18,17,0.0
6,795,88,26,25,67.5
7,686,104,19,18,112.5
8,1032,110,21,19,0.0
9,1112,125,17,16,90.0
10,794,135,26,23,112.5
11,959,166,23,21,0.0
12,1053,173,11,10,0.0
13,932,179,21,18,22.5
14,900,180,22,19,112.5
15,775,188,13,12,90.0
16,879,211,21,19,112.5
17,111,411,22,21,0.0
18,949,450,26,25,0.0
19,1073,454,17,15,67.49999999999994
20,966,456,34,32,157.5
21,960,457,36,32,0.0
22,144,462,19,18,90.0
23,1012,462,28,24,0.0
24,873,467,25,24,157.5
25,960,492,33,31,90.0
26,1016,498,20,18,0.0
27,914,545,25,23,112.5
28,72,581,18,17,90.0
29,760,589,20,19,112.5
30,759,595,19,17,22.5
31,945,610,24,23,67.5
32,54,615,16,15,90.0
33,917,683,26,25,67.49999999999994
34,1035,746,31,29,90.0
35,762,752,33,31,67.49999999999994
36,400,779,82,76,0.0
37,514,791,37,34,0.0
38,349,798,61,59,0.0
39,1026,805,32,31,0.0
40,786,808,28,27,0.0
41,455,808,72,56,112.5
42,275,834,53,49,0.0
43,753,839,22,21,157.5
44,911,850,26,25,157.5
45,1074,851,25,24,22.500000000000057
46,501,873,33,31,0.0
47,1072,886,19,18,90.0
