node_id,x,y,semi_major,semi_minor,angle
1,1042,6,8,7,0.0
2,736,37,39,38,90.0
3,326,54,58,55,0.0
4,207,54,59,55,0.0
5,351,57,63,58,0.0
6,146,67,74,68,0.0
7,811,153,53,51,157.5
8,895,256,74,61,0.0
9,1014,260,55,52,67.49999999999994
10,868,262,73,72,22.500000000000057
11,1091,290,38,37,90.0
12,861,320,62,61,90.0
13,58,341,64,59,90.0
14,966,459,81,70,0.0
15,1066,473,63,62,90.0
16,1054,473,69,63,0.0
17,796,520,69,63,90.0
18,745,606,56,55,135.0
19,687,693,59,58,135.0
20,1039,779,16,14,112.5
21,987,783,16,15,67.5
22,616,795,46,40,90.0
23,1043,813,13,12,0.0
24,1093,826,27,26,157.5
25,982,827,16,15,0.0
26,1081,828,26,25,67.5
27,999,832,16,15,0.0
28,653,866,38,37,90.0
29,976,889,14,13,90.0
