node_id,x,y,semi_major,semi_minor,angle
1,725,9,11,10,0.0
2,667,13,15,14,0.0
3,21,31,24,22,90.0
4,1067,33,14,13,67.5
5,496,79,67,66,0.0
6,191,86,19,18,0.0
7,100,105,50,44,22.5
8,37,106,41,38,90.0
9,430,115,56,55,67.5
10,144,123,42,36,90.0
11,616,128,68,67,0.0
12,602,128,68,64,0.0
13,30,192,34,31,90.0
14,228,198,48,47,0.0
15,265,198,56,55,157.5
16,810,250,55,45,0.0
17,366,269,106,105,90.0
18,22,281,15,14,157.5
19,366,281,123,118,0.0
20,166,287,48,45,0.0
21,527,304,98,91,157.5
22,168,320,58,52,112.5
23,838,326,90,82,112.5
24,919,334,72,71,22.500000000000057
25,1016,338,64,63,112.5
26,243,366,93,90,0.0
27,783,402,75,68,157.5
28,1034,403,47,41,90.0
29,617,449,120,105,90.0
30,610,475,110,100,90.0
31,231,531,78,71,90.0
32,219,533,83,72,112.5
33,160,574,61,55,157.5
34,585,657,64,63,90.0
35,573,662,80,77,90.0
36,178,676,64,58,90.0
37,572,677,86,79,112.5
38,178,705,62,60,90.0
39,931,714,22,21,157.5
40,1108,723,22,20,90.0
41,936,746,20,18,67.5
42,49,748,54,50,90.0
43,833,808,16,15,90.0
44,833,831,19,17,112.5
45,1086,843,29,28,90.0
46,1016,848,21,20,90.0
47,590,858,49,46,0.0
48,219,887,18,17,0.0
49,1011,887,18,17,90.0
50,1093,888,17,16,0.0
