node_id,x,y,semi_major,semi_minor,angle
1,118,18,21,19,0.0
2,1082,90,34,33,0.0
3,219,97,18,16,90.0
4,836,110,25,24,22.500000000000057
5,148,138,18,16,157.5
6,218,142,27,26,90.0
7,1096,174,33,32,90.0
8,41,184,32,29,22.5
9,73,203,38,33,0.0
10,365,218,36,33,90.0
11,346,223,36,30,157.5
12,276,228,22,21,22.500000000000057
13,1106,250,23,22,90.0
14,743,284,25,20,0.0
15,1089,287,23,21,67.49999999999994
16,1095,310,24,22,90.0
17,763,317,24,18,112.5
18,316,323,22,21,22.5
19,845,327,24,23,67.49999999999994
20,738,335,28,20,0.0
21,999,383,21,20,90.0
22,608,414,23,22,90.0
23,535,418,18,17,90.0
24,988,421,26,25,90.0
25,533,458,27,23,67.49999999999994
26,450,479,29,28,112.5
27,540,483,28,25,0.0
28,337,515,18,17,90.0
29,376,516,19,18,90.0
30,492,531,24,23,90.0
31,111,540,30,28,157.5
32,21,549,24,22,90.0
33,589,559,27,24,0.0
34,396,570,10,9,0.0
35,311,572,31,30,67.49999999999994
36,553,582,23,22,112.5
37,958,601,34,33,67.49999999999994
38,459,607,18,17,90.0
39,467,610,21,20,112.5
40,132,618,23,21,90.0
41,195,636,19,18,0.0
42,570,689,22,20,90.0
43,679,717,25,21,90.0
44,969,718,37,33,0.0
45,734,738,31,28,22.5
46,193,762,16,15,135.0
47,245,774,12,11,22.500000000000057
48,799,791,37,31,90.0
49,758,872,33,32,90.0
50,313,889,16,15,0.0
