node_id,x,y,semi_major,semi_minor,angle
1,210,31,35,32,0.0
2,750,34,36,35,0.0
3,309,41,43,42,90.0
4,119,41,45,42,0.0
5,215,78,35,31,90.0
6,842,109,25,24,90.0
7,735,119,43,39,67.49999999999994
8,132,128,53,49,90.0
9,823,172,49,39,157.5
10,1054,239,68,67,0.0
11,137,321,52,51,157.5
12,983,479,96,81,22.5
13,1027,482,89,83,22.500000000000057
14,1013,524,70,60,0.0
15,881,531,77,66,112.5
16,799,540,77,76,112.5
17,761,614,57,50,157.5
18,729,681,65,55,67.49999999999994
19,602,794,52,51,22.5
20,1097,864,31,30,0.0
21,208,875,31,29,0.0
