node_id,x,y,semi_major,semi_minor,angle
1,126,33,37,34,0.0
2,874,132,34,31,90.0
3,729,152,29,28,22.5
4,871,177,45,41,22.5
5,942,193,61,51,157.5
6,1039,200,58,45,0.0
7,1084,201,46,44,90.0
8,974,207,73,56,22.500000000000057
9,248,331,71,66,0.0
10,1047,544,69,68,0.0
11,911,548,78,76,157.5
12,1024,551,69,56,0.0
13,877,577,88,85,112.5
14,855,580,87,85,90.0
15,1090,671,41,38,90.0
16,430,775,30,29,112.5
17,708,832,78,72,0.0
18,688,840,69,64,0.0
19,766,849,58,55,0.0
20,86,857,51,47,0.0
21,577,866,34,33,90.0
22,498,867,40,37,0.0
