node_id,x,y,semi_major,semi_minor,angle
1,721,7,9,8,0.0
2,1097,45,34,31,90.0
3,1014,127,35,32,90.0
4,319,158,25,24,0.0
5,481,168,31,29,112.5
6,28,238,30,29,112.5
7,1102,248,25,24,135.0
8,63,368,33,32,112.5
9,240,496,27,26,112.5
10,760,524,17,16,90.0
11,15,561,17,16,90.0
12,439,571,32,30,90.0
13,262,676,23,22,0.0
14,856,683,38,37,22.5
15,629,688,33,32,157.5
16,326,699,38,35,0.0
17,197,704,30,29,157.5
18,332,742,41,40,0.0
19,887,757,25,24,22.5
20,456,776,29,28,90.0
21,265,797,34,32,157.5
22,1073,833,24,23,90.0
23,480,850,30,29,90.0
24,525,866,38,36,22.500000000000057
25,69,877,29,27,0.0
