node_id,x,y,semi_major,semi_minor,angle
1,411,13,15,14,90.0
2,745,34,36,35,90.0
3,208,41,43,42,0.0
4,116,44,49,45,0.0
5,316,48,53,49,0.0
6,341,59,48,47,90.0
7,208,61,47,43,90.0
8,132,115,58,53,90.0
9,822,159,51,46,90.0
10,893,247,69,58,0.0
11,1049,253,64,62,22.5
12,895,257,74,68,0.0
13,118,313,52,49,90.0
14,971,476,85,76,22.5
15,1060,484,72,68,90.0
16,1032,484,84,78,22.500000000000057
17,850,525,75,71,157.5
18,802,529,76,75,90.0
19,1116,568,13,12,90.0
20,719,676,57,51,90.0
21,599,794,47,39,90.0
22,999,837,18,17,90.0
23,1096,846,33,32,90.0
24,205,875,30,29,0.0
