node_id,x,y,semi_major,semi_minor,angle
1,748,33,36,34,0.0
2,210,34,38,35,0.0
3,118,42,47,43,0.0
4,312,45,46,45,90.0
5,325,45,50,46,0.0
6,210,68,41,36,90.0
7,1077,76,15,14,157.5
8,737,116,43,38,67.49999999999994
9,132,122,56,52,90.0
10,821,163,47,45,157.5
11,1056,248,68,67,0.0
12,127,318,51,50,67.5
13,975,476,89,77,22.5
14,1056,483,75,72,90.0
15,1034,483,84,80,22.500000000000057
16,801,535,76,75,112.5
17,1114,574,15,14,90.0
18,722,681,65,53,67.49999999999994
19,597,793,44,43,90.0
20,1097,857,31,30,0.0
21,207,875,30,29,0.0
