node_id,x,y,semi_major,semi_minor,angle
1,734,14,16,15,0.0
2,19,71,21,20,90.0
3,84,72,45,43,157.5
4,92,81,39,36,90.0
5,94,122,37,36,90.0
6,312,182,26,25,157.5
7,809,198,40,38,157.5
8,802,254,34,32,0.0
9,779,262,31,30,67.5
10,54,375,35,34,112.5
11,18,557,21,19,90.0
12,945,574,31,29,90.0
13,617,633,24,22,90.0
14,881,698,39,37,90.0
15,461,704,18,17,67.49999999999994
16,26,709,29,27,90.0
17,180,711,26,24,0.0
18,473,738,24,23,112.5
19,356,740,53,50,112.5
20,356,743,50,49,112.5
21,536,745,25,24,0.0
22,881,754,39,38,0.0
23,183,789,42,41,45.0
24,192,802,44,41,67.5
25,54,802,32,31,22.500000000000057
26,391,805,24,23,157.5
27,439,808,24,19,157.5
28,261,809,29,26,0.0
29,1067,833,35,32,90.0
30,467,844,37,33,90.0
31,520,844,46,43,157.5
32,663,858,28,27,22.5
33,565,862,42,41,0.0
34,364,873,26,25,135.0
35,169,881,25,23,0.0
36,63,883,22,21,0.0
