node_id,x,y,semi_major,semi_minor,angle
1,37,21,23,22,90.0
2,439,25,26,25,90.0
3,150,25,28,26,0.0
4,187,121,26,24,90.0
5,522,159,39,37,112.5
6,1115,180,14,13,90.0
7,169,218,25,23,0.0
8,37,223,38,37,22.500000000000057
9,1057,228,27,26,90.0
10,599,246,24,23,67.5
11,703,266,25,24,90.0
12,712,314,30,29,157.5
13,56,397,22,20,90.0
14,543,406,27,26,112.5
15,224,461,30,28,90.0
16,429,497,27,26,157.5
17,196,567,28,27,157.5
18,536,593,27,25,0.0
19,567,612,23,22,45.0
20,156,624,31,30,90.0
21,341,638,28,27,0.0
22,411,662,25,24,0.0
23,466,673,26,25,0.0
24,451,673,26,24,0.0
25,164,678,26,24,90.0
26,233,693,25,24,157.5
27,542,706,31,30,67.49999999999994
28,675,733,27,25,0.0
29,599,747,19,18,90.0
30,385,763,26,25,157.5
31,65,765,31,29,22.500000000000057
32,508,772,23,21,90.0
33,882,786,32,31,67.5
34,457,792,20,19,157.5
35,34,808,28,27,22.5
36,587,810,28,27,157.5
37,321,812,27,25,0.0
38,534,819,30,29,22.500000000000057
39,650,823,26,24,90.0
40,845,857,28,26,22.5
41,452,860,25,21,0.0
42,475,864,25,18,0.0
43,57,870,30,26,157.5
44,273,875,18,17,157.5
45,539,892,13,12,0.0
