node_id,x,y,semi_major,semi_minor,angle
1,996,18,21,19,0.0
2,10,22,12,11,90.0
3,1107,42,22,21,90.0
4,1114,113,15,14,90.0
5,45,140,47,46,90.0
6,108,169,51,43,0.0
7,158,169,58,45,157.5
8,179,177,52,50,112.5
9,390,246,57,51,22.5
10,425,250,65,49,0.0
11,432,260,58,51,90.0
12,432,278,57,55,157.5
13,959,318,52,51,45.0
14,298,321,76,58,67.49999999999994
15,659,326,34,32,0.0
16,770,365,43,42,90.0
17,545,373,84,80,0.0
18,346,391,82,80,90.0
19,346,400,84,82,67.49999999999994
20,630,430,83,57,0.0
21,655,437,70,69,157.5
22,545,460,123,95,112.5
23,541,473,123,116,157.5
24,534,482,124,104,157.5
25,515,485,130,109,157.5
26,379,528,122,111,0.0
27,430,528,124,119,22.5
28,371,532,127,112,0.0
29,970,572,20,19,90.0
30,288,592,90,72,157.5
31,1088,597,24,23,90.0
32,1078,597,26,23,0.0
33,274,610,84,83,67.5
34,975,612,13,12,90.0
35,859,647,24,23,112.5
36,999,665,23,21,0.0
37,860,670,19,18,90.0
38,540,691,61,59,90.0
39,977,714,27,26,90.0
40,937,715,25,24,0.0
41,885,732,19,18,0.0
42,202,733,45,42,90.0
43,829,755,25,24,112.5
44,541,768,63,57,90.0
45,797,775,20,18,157.5
46,174,796,48,45,112.5
47,882,796,23,22,45.0
48,540,827,62,56,90.0
49,29,830,32,30,90.0
50,803,832,18,17,0.0
51,1103,838,27,25,90.0
52,842,838,23,21,157.5
53,1052,846,21,19,0.0
54,860,887,17,16,90.0
55,1047,887,18,17,0.0
56,203,888,17,16,0.0
