node_id,x,y,semi_major,semi_minor,angle
1,534,12,14,13,0.0
2,120,22,25,23,0.0
3,669,35,36,35,67.49999999999994
4,120,51,25,24,0.0
5,153,72,22,21,22.500000000000057
6,1090,93,38,37,0.0
7,154,137,19,18,157.5
8,217,142,22,21,90.0
9,13,179,15,14,90.0
10,52,179,28,27,45.0
11,988,191,30,29,0.0
12,69,193,31,30,22.500000000000057
13,363,198,29,28,90.0
14,758,197,25,23,90.0
15,1091,289,23,20,90.0
16,773,322,13,12,157.5
17,842,328,24,23,157.5
18,314,337,30,29,45.0
19,237,353,29,28,112.5
20,333,455,14,13,90.0
21,449,468,35,33,22.5
22,393,475,21,19,0.0
23,463,476,34,30,157.5
24,522,478,34,33,157.5
25,518,478,37,31,157.5
26,29,525,32,30,90.0
27,107,530,29,28,157.5
28,320,558,22,19,67.49999999999994
29,450,576,25,22,90.0
30,331,584,22,21,67.5
31,949,592,39,31,157.5
32,506,604,20,18,90.0
33,140,613,21,20,0.0
34,543,663,29,28,90.0
35,365,668,15,14,90.0
36,561,691,25,24,45.0
37,245,715,18,17,112.5
38,975,721,37,33,0.0
39,718,730,35,31,157.5
40,562,772,19,17,22.5
41,583,777,19,18,0.0
42,164,779,29,26,0.0
43,781,794,36,35,90.0
44,55,841,20,19,67.5
45,757,857,31,26,112.5
46,699,871,17,16,0.0
47,760,885,20,19,0.0
48,699,889,16,15,0.0
