node_id,x,y,semi_major,semi_minor,angle
1,1095,40,34,33,90.0
2,11,65,13,12,90.0
3,92,89,11,10,90.0
4,1103,124,27,25,90.0
5,999,182,26,24,0.0
6,54,230,41,40,22.500000000000057
7,555,269,34,28,22.500000000000057
8,193,274,26,25,112.5
9,395,284,32,31,90.0
10,301,298,24,22,0.0
11,66,338,32,30,90.0
12,143,339,30,26,90.0
13,779,374,32,31,90.0
14,533,397,28,25,90.0
15,778,410,35,34,90.0
16,525,435,24,23,90.0
17,789,472,19,17,0.0
18,582,512,23,21,0.0
19,232,514,62,59,0.0
20,232,517,62,59,0.0
21,425,517,28,27,157.5
22,268,537,44,41,112.5
23,667,556,33,32,90.0
24,878,558,27,25,90.0
25,500,560,44,41,90.0
26,462,634,19,18,0.0
27,398,649,25,24,0.0
28,1075,649,34,30,157.5
29,481,677,18,17,157.5
30,398,683,25,22,0.0
31,156,686,43,39,67.5
32,153,687,44,36,67.5
33,586,688,23,21,0.0
34,519,701,22,20,90.0
35,453,711,19,17,157.5
36,644,716,33,32,90.0
37,362,721,19,18,90.0
38,506,737,16,15,90.0
39,472,742,17,16,0.0
40,630,763,30,27,112.5
41,535,771,18,17,90.0
42,832,794,24,23,67.5
43,80,806,27,26,90.0
44,641,862,32,31,157.5
