node_id,x,y,semi_major,semi_minor,angle
1,207,29,32,30,0.0
2,301,32,36,33,0.0
3,753,36,38,37,0.0
4,119,40,44,41,0.0
5,1028,61,11,10,157.5
6,229,79,21,17,112.5
7,840,105,22,20,90.0
8,733,122,42,40,67.49999999999994
9,135,129,53,50,90.0
10,825,172,45,37,157.5
11,907,236,52,51,22.500000000000057
12,1052,237,69,67,22.500000000000057
13,145,323,50,49,157.5
14,291,345,50,49,90.0
15,990,487,106,105,22.500000000000057
16,984,500,97,90,157.5
17,798,541,76,75,22.500000000000057
18,38,556,42,39,90.0
19,642,785,72,68,112.5
20,745,866,26,25,0.0
21,210,875,31,29,0.0
