node_id,x,y,semi_major,semi_minor,angle
1,529,10,12,11,0.0
2,120,29,31,30,0.0
3,1057,50,51,46,22.500000000000057
4,1096,50,35,32,90.0
5,876,56,51,46,0.0
6,827,56,51,50,22.500000000000057
7,116,128,50,49,67.49999999999994
8,1104,164,26,24,90.0
9,575,218,33,32,112.5
10,728,224,52,51,135.0
11,195,347,56,55,90.0
12,202,588,66,61,0.0
13,240,593,69,65,22.5
14,686,671,59,55,112.5
15,931,753,51,43,0.0
16,684,783,48,46,90.0
17,419,784,34,31,0.0
18,866,791,67,58,112.5
19,1095,792,34,33,90.0
20,254,797,39,38,90.0
21,779,818,29,28,67.5
22,979,824,36,35,157.5
23,316,829,42,36,0.0
24,873,858,47,46,0.0
25,925,859,46,45,0.0
26,98,866,41,38,0.0
