node_id,x,y,semi_major,semi_minor,angle
1,723,9,11,10,0.0
2,1001,127,36,35,90.0
3,134,129,33,31,22.500000000000057
4,318,164,22,21,0.0
5,481,166,26,24,112.5
6,813,204,35,32,90.0
7,61,367,34,32,22.500000000000057
8,242,501,26,25,112.5
9,16,560,18,17,90.0
10,438,571,32,31,90.0
11,260,674,21,19,0.0
12,869,684,40,39,90.0
13,630,689,33,31,112.5
14,327,704,39,36,0.0
15,195,705,30,29,157.5
16,334,743,43,42,0.0
17,887,761,28,27,0.0
18,455,781,29,26,90.0
19,265,800,34,33,0.0
20,1072,832,26,25,90.0
21,475,844,34,31,90.0
22,530,864,38,35,67.5
23,66,878,28,26,0.0
