node_id,x,y,semi_major,semi_minor,angle
1,1101,17,19,18,90.0
2,429,62,59,54,90.0
3,104,65,53,51,22.500000000000057
4,122,65,56,54,0.0
5,42,67,47,43,90.0
6,675,66,72,67,0.0
7,385,92,78,65,112.5
8,200,97,54,52,22.500000000000057
9,738,115,74,73,90.0
10,400,129,46,44,22.5
11,738,146,67,66,90.0
12,484,153,36,34,0.0
13,418,160,44,35,67.5
14,594,165,62,52,67.49999999999994
15,391,204,37,30,157.5
16,1089,292,40,39,90.0
17,876,308,106,100,0.0
18,932,340,116,97,157.5
19,987,344,90,83,90.0
20,80,357,88,81,90.0
21,894,402,53,52,157.5
22,1050,428,75,74,67.5
23,1059,428,75,69,90.0
24,102,447,94,74,90.0
25,756,468,58,57,112.5
26,222,472,52,47,0.0
27,88,498,84,83,112.5
28,750,512,58,56,90.0
29,94,628,57,55,90.0
30,35,658,38,36,90.0
31,983,695,14,13,157.5
32,1095,710,17,16,22.5
33,242,722,58,55,90.0
34,1010,762,18,17,157.5
35,962,779,15,14,157.5
36,639,779,52,51,112.5
37,989,779,16,15,135.0
38,638,789,53,52,112.5
39,447,810,66,62,90.0
40,447,835,62,61,90.0
41,920,848,17,16,90.0
42,508,849,54,53,112.5
43,989,850,24,23,67.5
