node_id,x,y,semi_major,semi_minor,angle
1,123,17,19,18,90.0
2,428,31,28,26,90.0
3,1100,32,30,28,90.0
4,124,44,22,21,90.0
5,12,60,14,13,90.0
6,162,128,35,32,22.5
7,138,129,28,27,0.0
8,159,129,33,30,22.5
9,998,184,30,29,0.0
10,546,234,34,28,67.49999999999994
11,183,254,28,27,90.0
12,577,257,27,25,0.0
13,58,258,34,32,157.5
14,395,272,28,27,112.5
15,61,329,32,31,90.0
16,143,337,25,24,90.0
17,308,416,19,18,112.5
18,534,421,34,29,112.5
19,463,431,27,26,22.500000000000057
20,757,436,22,21,135.0
21,213,475,37,31,90.0
22,578,507,23,22,0.0
23,428,510,28,27,0.0
24,913,550,23,20,90.0
25,664,552,32,30,0.0
26,506,555,42,41,90.0
27,506,561,43,42,90.0
28,369,655,48,44,112.5
29,376,655,44,41,90.0
30,590,671,28,27,67.49999999999994
31,339,695,40,39,0.0
32,174,699,27,26,157.5
33,278,707,47,46,157.5
34,476,717,37,35,0.0
35,646,727,28,25,90.0
36,367,752,15,14,90.0
37,629,760,26,23,112.5
38,933,780,27,26,22.5
39,472,781,20,19,157.5
40,517,794,25,24,157.5
41,842,794,25,23,90.0
42,444,800,16,15,157.5
43,830,856,26,25,90.0
44,650,861,31,29,0.0
45,561,873,25,24,0.0
46,837,884,21,20,0.0
47,204,886,19,18,0.0
