node_id,x,y,semi_major,semi_minor,angle
1,842,15,17,16,0.0
2,993,23,26,24,0.0
3,741,34,11,10,112.5
4,804,89,25,24,112.5
5,1017,106,21,20,0.0
6,1112,118,17,16,90.0
7,887,127,23,22,112.5
8,4,265,6,5,67.5
9,82,311,15,14,0.0
10,129,342,18,17,157.5
11,92,364,14,13,0.0
12,73,429,22,20,0.0
13,1071,550,31,29,112.5
14,821,556,22,21,90.0
15,1011,583,32,30,0.0
16,62,597,14,12,90.0
17,8,623,10,9,90.0
18,45,627,14,13,157.5
19,786,647,37,36,112.5
20,777,669,38,37,135.0
21,883,694,34,29,67.5
22,416,700,103,96,0.0
23,443,700,96,89,90.0
24,284,749,63,59,22.500000000000057
25,781,759,22,20,0.0
26,821,769,22,20,0.0
27,491,773,72,71,45.0
28,264,790,65,48,90.0
29,722,801,28,27,90.0
30,1014,804,29,26,0.0
31,819,829,24,23,157.5
32,783,845,23,22,157.5
33,198,850,58,47,0.0
34,236,850,55,54,0.0
35,83,852,11,10,112.5
36,1076,851,30,29,0.0
37,900,856,31,30,157.5
38,21,874,23,22,90.0
39,104,885,20,19,0.0
