node_id,x,y,semi_major,semi_minor,angle
1,308,9,11,10,0.0
2,902,17,19,18,0.0
3,848,29,22,21,90.0
4,994,29,28,27,112.5
5,832,31,24,23,157.5
6,903,43,22,20,0.0
7,917,47,21,18,22.5
8,83,156,26,23,90.0
9,84,189,33,32,0.0
10,98,195,28,25,90.0
11,20,383,20,19,67.5
12,20,404,21,20,157.5
13,58,426,17,16,67.5
14,909,431,10,9,0.0
15,401,437,32,31,90.0
16,119,440,11,10,157.5
17,26,464,22,19,0.0
18,904,517,22,21,112.5
19,369,521,56,55,90.0
20,1061,549,25,21,0.0
21,26,553,15,14,157.5
22,904,570,27,26,0.0
23,986,570,38,35,22.500000000000057
24,997,572,35,34,0.0
25,862,573,27,24,0.0
26,946,575,3,2,157.5
27,841,627,19,18,90.0
28,436,641,115,105,0.0
29,451,641,113,104,0.0
30,1038,653,31,26,90.0
31,802,660,19,17,112.5
32,764,716,22,21,90.0
33,278,722,71,56,0.0
34,269,733,69,56,90.0
35,762,747,22,21,67.49999999999994
36,508,763,63,62,67.5
37,261,764,58,50,112.5
38,805,771,26,25,157.5
39,1004,804,22,20,0.0
40,808,833,24,23,112.5
41,1101,849,29,27,90.0
42,184,853,46,38,157.5
43,1075,852,32,31,0.0
44,885,855,36,35,67.5
45,252,857,39,38,112.5
46,508,858,50,46,0.0
47,592,893,12,11,0.0
