node_id,x,y,semi_major,semi_minor,angle
1,336,5,7,6,157.5
2,357,50,30,27,0.0
3,372,50,30,29,157.5
4,309,66,22,20,0.0
5,381,89,22,20,90.0
6,1040,113,30,28,112.5
7,853,114,20,19,0.0
8,916,158,23,22,67.5
9,1022,179,16,15,90.0
10,627,201,16,15,67.5
11,466,202,14,13,67.5
12,888,213,15,14,90.0
13,774,222,24,22,157.5
14,804,223,20,19,90.0
15,758,228,23,22,67.5
16,69,286,18,17,22.5
17,111,407,30,28,22.5
18,894,424,30,29,67.5
19,145,440,28,27,157.5
20,191,440,29,27,157.5
21,966,444,25,24,67.49999999999994
22,1056,443,30,27,112.5
23,813,456,20,19,22.500000000000057
24,7,456,9,8,90.0
25,864,459,21,19,157.5
26,1031,478,32,29,67.5
27,1030,513,27,26,0.0
28,921,565,22,21,157.5
29,1090,566,23,21,90.0
30,769,581,28,26,0.0
31,110,585,27,25,90.0
32,768,587,26,25,0.0
33,98,598,37,36,112.5
34,716,608,26,25,112.5
35,113,633,21,19,157.5
36,149,641,17,16,90.0
37,808,667,22,21,157.5
38,728,682,22,21,0.0
39,769,687,23,20,0.0
40,26,691,27,26,90.0
41,1105,701,24,23,90.0
42,416,745,31,28,157.5
43,1039,750,35,34,90.0
44,706,751,16,15,90.0
45,360,784,56,53,90.0
46,1028,800,29,26,0.0
47,349,829,72,64,0.0
48,742,844,26,24,22.5
49,308,847,50,45,90.0
50,928,856,23,19,90.0
51,180,880,26,24,0.0
52,753,889,16,15,0.0
