node_id,x,y,semi_major,semi_minor,angle
1,744,6,8,7,0.0
2,269,206,35,34,90.0
3,337,256,26,25,22.500000000000057
4,14,314,15,14,90.0
5,902,342,30,29,90.0
6,319,342,31,29,67.49999999999994
7,345,383,32,31,135.0
8,445,409,22,21,157.5
9,370,467,28,26,22.500000000000057
10,668,473,32,30,0.0
11,691,474,36,35,22.5
12,1049,510,27,26,90.0
13,23,572,26,24,90.0
14,486,646,31,30,90.0
15,301,649,35,34,0.0
16,332,653,37,35,0.0
17,6,682,8,7,90.0
18,169,705,28,27,22.500000000000057
19,341,710,28,27,67.5
20,596,737,36,35,22.5
21,470,747,25,23,157.5
22,170,793,36,34,22.5
23,647,806,27,26,0.0
24,196,820,38,35,67.5
25,55,841,29,28,22.500000000000057
26,1069,852,35,34,90.0
27,311,857,28,26,0.0
28,767,861,38,35,0.0
29,377,876,29,28,0.0
30,353,876,27,24,0.0
31,193,880,26,24,0.0
32,641,884,22,20,0.0
33,52,886,19,18,0.0
