node_id,x,y,semi_major,semi_minor,angle
1,959,18,21,19,0.0
2,803,184,19,18,0.0
3,928,259,40,39,67.5
4,325,265,26,25,0.0
5,899,355,27,25,90.0
6,318,362,35,34,0.0
7,798,367,23,22,90.0
8,514,376,22,21,157.5
9,42,384,26,25,90.0
10,426,445,41,40,112.5
11,441,445,40,38,0.0
12,627,496,32,31,0.0
13,655,497,32,31,0.0
14,1053,500,29,28,112.5
15,545,515,25,24,22.500000000000057
16,174,561,25,24,67.49999999999994
17,131,581,33,31,22.5
18,24,587,27,25,90.0
19,368,646,30,29,157.5
20,289,648,24,23,0.0
21,491,652,36,32,157.5
22,6,686,8,7,90.0
23,156,690,38,36,22.5
24,1095,719,28,26,67.5
25,564,748,32,31,22.5
26,185,800,35,30,22.5
27,690,808,26,23,0.0
28,896,808,31,30,0.0
29,209,831,32,31,67.5
30,1058,856,31,30,157.5
31,831,867,36,35,90.0
32,731,872,28,27,112.5
33,186,886,19,18,0.0
34,433,890,15,14,90.0
35,626,890,15,14,0.0
