node_id,x,y,semi_major,semi_minor,angle
1,1094,58,34,33,0.0
2,222,69,29,28,67.49999999999994
3,1036,120,31,30,112.5
4,165,130,33,32,0.0
5,318,148,26,25,112.5
6,487,159,36,31,112.5
7,447,208,36,35,0.0
8,36,242,31,29,112.5
9,491,324,26,23,0.0
10,41,355,35,34,22.5
11,239,481,26,25,90.0
12,435,536,31,30,67.5
13,16,568,18,17,90.0
14,435,575,30,29,67.49999999999994
15,272,676,28,27,0.0
16,626,682,34,31,0.0
17,324,684,31,29,0.0
18,799,684,46,44,22.500000000000057
19,205,694,24,23,0.0
20,331,739,33,32,0.0
21,262,790,34,33,0.0
22,74,874,32,30,0.0
23,649,881,23,22,67.5
