node_id,x,y,semi_major,semi_minor,angle
1,868,9,11,10,0.0
2,162,11,13,12,0.0
3,675,25,27,26,0.0
4,8,36,10,9,90.0
5,115,54,28,26,0.0
6,92,54,31,26,0.0
7,156,71,22,20,0.0
8,1085,91,44,43,90.0
9,58,125,23,22,157.5
10,161,135,23,22,157.5
11,1085,136,47,43,90.0
12,361,180,23,22,90.0
13,14,185,16,15,90.0
14,57,185,37,35,45.0
15,61,187,38,37,45.0
16,992,189,32,29,0.0
17,844,194,30,29,22.500000000000057
18,999,262,28,27,157.5
19,303,341,26,24,67.5
20,231,343,33,31,112.5
21,133,349,33,32,157.5
22,512,349,17,16,22.5
23,1000,381,22,21,0.0
24,301,382,22,21,90.0
25,561,409,19,18,0.0
26,629,416,24,23,90.0
27,445,457,28,27,157.5
28,519,466,26,25,90.0
29,400,466,26,25,0.0
30,523,487,29,25,67.5
31,21,491,24,22,90.0
32,65,522,28,26,0.0
33,445,565,20,19,0.0
34,376,580,45,41,22.500000000000057
35,938,584,40,39,157.5
36,373,590,46,42,112.5
37,382,605,31,30,90.0
38,505,608,24,23,157.5
39,483,608,23,21,0.0
40,737,612,17,16,0.0
41,1105,614,25,23,90.0
42,544,633,23,22,0.0
43,984,635,44,40,67.5
44,316,655,27,25,157.5
45,364,661,18,17,90.0
46,543,676,16,15,67.49999999999994
47,456,697,17,16,112.5
48,563,700,18,17,67.5
49,648,718,26,25,90.0
50,985,723,35,33,0.0
51,587,762,23,22,67.5
52,776,781,35,28,112.5
53,50,836,19,18,90.0
54,763,855,27,26,112.5
55,700,867,19,18,0.0
56,764,884,21,20,90.0
57,701,886,19,18,90.0
