node_id,x,y,semi_major,semi_minor,angle
1,119,21,24,22,0.0
2,648,41,22,18,90.0
3,119,49,25,23,0.0
4,684,71,26,25,157.5
5,153,72,21,19,22.500000000000057
6,1091,92,38,37,90.0
7,217,142,24,23,90.0
8,48,178,28,26,22.5
9,827,189,33,32,22.5
10,72,195,33,32,22.500000000000057
11,754,199,23,22,90.0
12,363,208,34,31,90.0
13,989,243,24,23,90.0
14,1093,288,22,21,90.0
15,1094,309,22,21,90.0
16,769,319,16,14,112.5
17,843,328,25,24,22.5
18,317,333,30,29,45.0
19,320,336,30,29,135.0
20,243,349,23,22,22.500000000000057
21,1002,383,21,20,0.0
22,544,406,15,14,67.5
23,616,412,24,23,90.0
24,449,471,35,34,22.5
25,523,479,36,31,157.5
26,485,489,41,37,0.0
27,28,529,31,29,90.0
28,109,534,30,28,157.5
29,483,539,33,32,90.0
30,316,563,27,23,67.49999999999994
31,456,587,29,28,157.5
32,507,600,19,18,90.0
33,957,601,38,33,157.5
34,133,613,22,20,90.0
35,563,683,30,29,45.0
36,199,714,17,16,67.5
37,248,714,16,15,112.5
38,972,720,37,34,0.0
39,720,731,37,33,157.5
40,191,763,22,21,135.0
41,554,775,15,14,0.0
42,161,780,25,23,0.0
43,790,791,38,30,90.0
44,626,827,16,15,90.0
45,55,843,19,18,67.5
46,756,859,32,26,112.5
47,758,884,21,20,0.0
48,316,888,17,16,0.0
