node_id,x,y,semi_major,semi_minor,angle
1,989,8,10,9,0.0
2,750,22,25,23,0.0
3,741,189,38,36,157.5
4,292,209,32,30,0.0
5,269,211,31,30,157.5
6,720,215,34,33,112.5
7,508,347,26,25,157.5
8,344,376,29,28,67.5
9,43,378,30,27,90.0
10,1054,518,27,25,112.5
11,21,564,24,22,90.0
12,407,575,20,19,157.5
13,292,640,31,28,0.0
14,323,641,30,29,0.0
15,609,657,29,28,90.0
16,885,698,24,23,90.0
17,163,720,21,19,0.0
18,455,738,40,35,157.5
19,450,739,40,35,157.5
20,164,787,37,31,22.5
21,638,790,38,37,90.0
22,647,796,49,48,90.0
23,445,813,37,32,67.49999999999994
24,195,814,36,35,67.5
25,57,821,32,31,0.0
26,333,840,45,44,22.5
27,348,840,43,42,0.0
28,1068,842,38,36,90.0
29,275,856,30,29,90.0
30,355,858,35,33,90.0
31,782,865,33,32,22.5
32,465,876,30,28,0.0
33,646,878,28,26,0.0
34,57,879,26,25,0.0
35,194,882,24,22,0.0
