node_id,x,y,semi_major,semi_minor,angle
1,930,29,31,30,90.0
2,802,202,22,21,0.0
3,1112,274,17,16,90.0
4,925,277,35,29,0.0
5,739,316,27,25,0.0
6,52,388,26,25,90.0
7,812,408,26,25,0.0
8,226,427,30,28,67.5
9,421,476,33,32,112.5
10,225,483,22,21,0.0
11,597,510,27,25,0.0
12,534,530,29,28,67.5
13,282,556,35,31,0.0
14,330,566,43,41,0.0
15,200,571,30,28,157.5
16,240,572,26,23,0.0
17,329,609,40,39,0.0
18,152,610,39,36,112.5
19,27,633,30,28,90.0
20,273,637,27,23,0.0
21,482,664,27,26,0.0
22,159,665,32,28,90.0
23,27,678,30,28,90.0
24,785,686,31,27,0.0
25,1080,708,32,31,157.5
26,898,770,31,30,157.5
27,362,787,31,29,0.0
28,389,791,34,30,22.500000000000057
29,462,799,28,27,67.5
30,898,809,31,30,90.0
31,656,837,24,22,0.0
32,225,838,26,24,90.0
33,272,837,25,24,0.0
34,444,853,29,28,67.5
35,30,867,24,23,0.0
36,839,870,35,34,0.0
37,514,874,25,24,45.0
38,446,877,28,27,0.0
39,195,888,16,15,90.0
