node_id,x,y,semi_major,semi_minor,angle
1,183,19,19,18,157.5
2,540,64,18,17,90.0
3,206,75,14,13,0.0
4,865,108,21,19,112.5
5,1059,123,42,41,112.5
6,328,124,22,21,0.0
7,1059,128,42,38,0.0
8,506,172,23,22,90.0
9,1002,172,26,25,157.5
10,1092,183,19,17,90.0
11,934,185,26,25,112.5
12,933,200,26,25,112.5
13,657,204,20,19,157.5
14,1015,225,13,12,0.0
15,943,240,19,17,90.0
16,991,250,19,18,90.0
17,916,269,21,20,0.0
18,193,279,14,13,0.0
19,826,289,19,18,90.0
20,671,289,15,14,67.5
21,11,297,13,12,90.0
22,481,296,15,14,90.0
23,777,321,17,15,0.0
24,795,321,16,15,90.0
25,567,324,18,17,90.0
26,900,339,18,17,112.5
27,191,340,18,17,0.0
28,746,340,16,15,135.0
29,855,343,16,15,22.500000000000057
30,103,354,25,24,22.500000000000057
31,963,379,20,19,67.49999999999994
32,233,388,23,22,0.0
33,200,389,23,22,0.0
34,757,395,18,17,112.5
35,1017,405,23,21,0.0
36,836,406,21,18,0.0
37,988,407,26,24,0.0
38,104,409,25,24,0.0
39,805,412,18,17,0.0
40,181,426,32,26,90.0
41,736,451,14,13,90.0
42,200,463,29,27,67.5
43,687,466,18,17,22.500000000000057
44,815,475,24,21,0.0
45,768,485,19,18,0.0
46,183,503,13,12,90.0
47,854,548,24,23,157.5
48,137,550,25,24,112.5
49,130,572,23,22,90.0
50,208,571,16,15,0.0
51,716,574,20,19,90.0
52,815,590,20,19,112.5
53,716,598,27,24,112.5
54,728,612,28,25,67.5
55,169,615,19,18,0.0
56,728,640,26,25,90.0
57,828,655,20,19,22.5
58,736,657,22,21,157.5
59,41,663,11,10,90.0
60,7,674,9,8,90.0
61,103,701,24,23,90.0
62,90,702,23,22,90.0
63,1066,757,40,37,90.0
64,418,766,24,21,0.0
65,741,791,35,34,90.0
66,863,828,26,25,90.0
67,352,839,43,42,90.0
68,698,860,15,14,90.0
69,352,863,44,41,0.0
70,240,877,29,27,0.0
71,899,878,26,24,22.500000000000057
