node_id,x,y,semi_major,semi_minor,angle
1,446,10,12,11,0.0
2,153,21,23,22,90.0
3,929,27,29,28,90.0
4,802,204,22,20,0.0
5,20,254,20,19,67.5
6,20,273,19,18,90.0
7,732,316,27,26,157.5
8,53,389,26,25,90.0
9,226,439,28,27,67.5
10,423,480,33,31,157.5
11,226,484,24,23,90.0
12,594,509,27,26,157.5
13,533,533,29,28,67.5
14,274,555,30,28,157.5
15,333,567,39,37,0.0
16,202,571,29,28,157.5
17,239,572,27,25,0.0
18,153,613,37,36,90.0
19,331,618,35,34,90.0
20,275,638,26,23,0.0
21,30,640,34,31,90.0
22,478,665,27,25,0.0
23,161,667,31,28,90.0
24,30,673,32,31,90.0
25,786,681,29,25,0.0
26,896,774,32,31,67.5
27,366,787,36,35,22.5
28,374,788,36,34,22.5
29,462,799,27,26,0.0
30,510,803,21,18,0.0
31,661,838,25,23,0.0
32,226,840,26,24,90.0
33,266,840,26,25,0.0
34,412,852,23,21,0.0
35,443,857,30,29,157.5
36,443,866,35,29,67.5
37,841,869,35,32,112.5
38,512,870,27,24,67.49999999999994
39,30,871,23,22,157.5
40,442,878,27,26,0.0
41,194,889,15,14,90.0
42,401,893,12,11,0.0
