node_id,x,y,semi_major,semi_minor,angle
1,972,14,16,15,0.0
2,812,187,25,23,0.0
3,897,196,29,28,90.0
4,262,204,34,32,0.0
5,940,259,31,27,0.0
6,334,260,28,27,0.0
7,14,316,15,14,90.0
8,902,346,31,30,90.0
9,347,386,29,28,45.0
10,436,417,27,26,0.0
11,778,433,20,19,157.5
12,369,468,27,26,90.0
13,669,480,33,31,0.0
14,684,480,36,34,157.5
15,1050,508,29,28,112.5
16,23,574,26,24,90.0
17,485,644,39,38,157.5
18,298,650,32,31,22.500000000000057
19,335,656,36,35,157.5
20,175,704,32,30,22.500000000000057
21,589,743,35,34,22.5
22,471,750,23,22,157.5
23,174,796,37,36,22.5
24,696,799,22,20,0.0
25,648,809,26,23,0.0
26,198,822,38,35,67.5
27,55,843,27,26,22.500000000000057
28,1068,854,35,34,90.0
29,307,859,25,24,0.0
30,760,861,36,35,0.0
31,376,879,27,25,0.0
32,195,881,25,23,0.0
33,637,886,19,18,0.0
