node_id,x,y,semi_major,semi_minor,angle
1,837,19,22,20,0.0
2,413,36,16,15,0.0
3,796,87,29,28,67.5
4,1029,107,21,20,157.5
5,1008,127,15,14,135.0
6,795,135,25,24,112.5
7,894,137,21,20,22.500000000000057
8,773,187,12,11,90.0
9,880,210,20,16,112.5
10,113,411,22,21,22.5
11,978,446,21,18,157.5
12,1020,456,20,19,157.5
13,148,466,20,19,67.5
14,865,469,19,18,157.5
15,1115,470,14,13,90.0
16,949,479,33,32,90.0
17,949,485,33,31,90.0
18,69,580,21,19,90.0
19,761,595,15,14,0.0
20,1052,606,25,24,112.5
21,55,610,16,14,90.0
22,946,610,25,24,67.5
23,913,684,26,25,0.0
24,1093,701,26,24,112.5
25,763,714,25,24,90.0
26,756,714,25,24,67.5
27,1034,746,30,29,90.0
28,732,757,20,18,22.5
29,403,769,83,76,0.0
30,767,773,34,32,157.5
31,774,800,42,37,90.0
32,1026,806,32,31,0.0
33,476,813,78,65,22.500000000000057
34,273,826,59,54,112.5
35,750,832,31,28,112.5
36,911,850,27,26,157.5
37,1074,851,26,25,22.500000000000057
38,1072,885,20,19,0.0
