node_id,x,y,semi_major,semi_minor,angle
1,1103,8,10,9,90.0
2,1052,9,11,10,0.0
3,703,32,35,33,0.0
4,420,51,54,52,0.0
5,101,62,62,57,22.500000000000057
6,202,77,67,62,0.0
7,369,84,83,80,112.5
8,752,115,66,60,0.0
9,574,168,55,54,67.5
10,125,172,57,50,22.500000000000057
11,1013,277,33,31,22.500000000000057
12,875,296,94,93,90.0
13,1096,298,33,32,90.0
14,1021,308,59,57,22.500000000000057
15,875,313,101,94,90.0
16,884,324,96,95,157.5
17,995,337,95,78,90.0
18,1008,368,64,62,157.5
19,1084,405,44,43,0.0
20,990,461,41,39,0.0
21,901,476,59,56,22.500000000000057
22,1082,478,50,46,90.0
23,767,508,63,61,90.0
24,62,531,68,63,90.0
25,36,654,40,37,90.0
26,653,733,55,54,112.5
27,261,737,47,45,157.5
28,466,761,57,55,67.49999999999994
29,999,768,21,19,112.5
30,948,771,17,16,90.0
31,991,777,21,20,135.0
32,516,821,45,44,112.5
33,943,839,15,14,90.0
34,989,847,23,22,90.0
35,514,871,25,23,90.0
36,648,875,31,29,0.0
