node_id,x,y,semi_major,semi_minor,angle
1,363,15,17,16,0.0
2,177,19,14,13,90.0
3,539,64,17,16,90.0
4,867,109,22,21,112.5
5,331,121,20,18,157.5
6,1059,122,42,40,90.0
7,1059,126,42,41,90.0
8,506,165,19,17,90.0
9,1000,178,26,25,112.5
10,1090,182,22,19,90.0
11,940,186,27,26,22.500000000000057
12,656,204,25,23,157.5
13,1009,222,16,15,112.5
14,948,238,19,18,90.0
15,989,245,22,21,90.0
16,49,261,21,19,90.0
17,316,280,18,17,67.5
18,222,285,16,15,90.0
19,6,298,8,7,90.0
20,223,300,16,14,67.5
21,354,299,16,15,157.5
22,565,323,19,18,90.0
23,492,330,16,15,45.0
24,899,336,19,18,112.5
25,280,339,9,8,90.0
26,855,339,18,17,157.5
27,751,340,20,17,157.5
28,1004,341,14,13,22.5
29,101,347,26,25,0.0
30,1018,357,17,16,90.0
31,323,363,13,12,157.5
32,905,365,13,12,90.0
33,969,376,19,18,90.0
34,233,388,23,22,0.0
35,757,401,18,17,157.5
36,1010,405,26,25,157.5
37,100,406,25,23,0.0
38,991,405,26,24,0.0
39,837,409,23,20,0.0
40,805,414,21,20,0.0
41,871,415,22,21,0.0
42,177,425,25,24,112.5
43,1114,430,15,14,90.0
44,264,430,18,17,112.5
45,736,457,19,18,67.49999999999994
46,193,465,24,23,67.5
47,688,467,19,18,22.500000000000057
48,809,472,22,21,0.0
49,761,485,21,20,90.0
50,180,501,13,12,90.0
51,645,530,11,10,22.5
52,860,549,22,21,0.0
53,717,565,18,17,90.0
54,132,570,25,22,90.0
55,718,598,22,20,112.5
56,170,613,22,20,0.0
57,731,645,26,25,0.0
58,828,650,24,23,0.0
59,43,658,11,10,90.0
60,107,704,25,24,90.0
61,1070,756,40,35,90.0
62,747,794,35,34,0.0
63,864,825,27,26,90.0
64,701,830,19,17,112.5
65,354,841,39,37,90.0
66,354,867,40,37,0.0
67,902,874,24,22,22.500000000000057
68,239,879,27,25,0.0
