node_id,x,y,semi_major,semi_minor,angle
1,41,19,21,20,0.0
2,444,24,27,25,0.0
3,923,23,25,24,0.0
4,153,25,27,26,90.0
5,192,123,26,25,90.0
6,516,159,41,37,112.5
7,170,217,23,21,0.0
8,30,239,30,29,67.5
9,602,246,23,22,67.5
10,715,313,31,30,112.5
11,55,396,23,22,90.0
12,543,404,26,25,90.0
13,848,430,16,15,67.5
14,225,460,30,28,90.0
15,225,478,29,28,90.0
16,592,507,22,20,90.0
17,534,547,26,25,67.5
18,199,569,30,27,157.5
19,533,585,25,23,90.0
20,156,622,32,31,90.0
21,338,636,28,27,0.0
22,469,670,26,25,0.0
23,786,672,17,16,90.0
24,163,675,28,26,90.0
25,542,703,30,29,67.49999999999994
26,680,735,26,25,0.0
27,63,762,29,28,90.0
28,378,763,31,28,157.5
29,508,775,17,16,90.0
30,887,783,31,30,0.0
31,459,792,21,19,0.0
32,589,804,27,25,0.0
33,338,809,31,29,90.0
34,532,815,28,25,22.500000000000057
35,654,825,27,26,157.5
36,357,835,22,21,157.5
37,449,857,29,28,0.0
38,847,857,28,26,22.5
39,498,867,26,25,0.0
40,61,868,28,26,157.5
41,483,867,27,26,157.5
42,269,872,15,14,157.5
43,340,882,13,11,0.0
