node_id,x,y,semi_major,semi_minor,angle
1,730,12,14,13,0.0
2,109,72,26,25,112.5
3,106,132,35,31,157.5
4,315,176,24,23,157.5
5,811,198,41,39,157.5
6,57,373,33,32,22.500000000000057
7,17,557,19,18,90.0
8,946,572,30,28,90.0
9,614,632,26,25,90.0
10,880,695,39,38,90.0
11,637,698,29,28,90.0
12,28,706,31,29,90.0
13,184,709,26,25,0.0
14,475,737,27,25,112.5
15,350,741,52,49,22.5
16,361,742,51,47,112.5
17,882,755,39,38,0.0
18,192,795,45,44,67.5
19,194,799,44,42,157.5
20,54,800,32,31,22.500000000000057
21,447,805,28,23,67.49999999999994
22,262,807,30,27,0.0
23,1066,831,34,32,90.0
24,469,840,36,33,90.0
25,572,862,42,41,90.0
26,62,882,23,22,0.0
27,162,883,23,21,0.0
