node_id,x,y,semi_major,semi_minor,angle
1,1105,25,25,23,90.0
2,43,28,30,29,90.0
3,430,29,31,30,90.0
4,127,30,32,31,0.0
5,395,91,24,23,0.0
6,173,119,35,34,135.0
7,159,131,36,29,22.5
8,1000,206,33,32,67.5
9,561,217,35,33,67.49999999999994
10,1101,227,21,20,90.0
11,168,234,32,31,157.5
12,54,250,34,30,0.0
13,593,250,33,32,157.5
14,607,361,28,27,112.5
15,544,413,30,29,90.0
16,216,467,30,29,90.0
17,430,504,28,27,0.0
18,663,560,31,27,0.0
19,529,597,31,30,22.5
20,158,636,23,21,90.0
21,355,637,41,40,22.5
22,361,637,43,37,112.5
23,567,662,27,24,0.0
24,384,682,26,25,67.5
25,1110,682,19,18,90.0
26,186,705,28,26,112.5
27,262,713,40,33,90.0
28,454,717,38,36,90.0
29,371,720,21,16,67.49999999999994
30,515,719,30,29,0.0
31,473,721,43,42,135.0
32,641,732,30,28,112.5
33,634,749,31,27,22.5
34,264,754,36,35,0.0
35,401,758,34,33,90.0
36,401,767,37,35,0.0
37,475,769,28,27,157.5
38,448,785,26,23,0.0
39,524,786,28,27,157.5
40,859,792,29,28,67.5
41,370,793,27,26,157.5
42,303,798,29,27,67.5
43,621,851,47,45,157.5
44,841,855,28,27,90.0
45,203,857,26,25,22.5
46,621,858,50,46,0.0
47,455,859,10,9,0.0
48,550,886,19,18,112.5
49,44,886,19,18,0.0
