node_id,x,y,semi_major,semi_minor,angle
1,863,7,9,8,0.0
2,670,31,34,32,0.0
3,121,52,27,26,0.0
4,154,73,23,22,135.0
5,232,81,19,18,0.0
6,1088,94,40,39,0.0
7,1088,134,41,40,90.0
8,156,137,19,18,157.5
9,213,143,22,21,157.5
10,911,164,16,15,0.0
11,13,180,15,14,90.0
12,55,181,29,28,45.0
13,989,189,30,28,0.0
14,362,192,28,26,90.0
15,66,192,32,31,67.5
16,764,194,24,23,22.500000000000057
17,844,197,33,32,112.5
18,992,258,24,22,157.5
19,1088,291,22,20,90.0
20,841,329,23,22,45.0
21,309,339,28,27,157.5
22,234,352,31,29,112.5
23,234,358,30,27,90.0
24,308,382,21,20,90.0
25,623,414,24,23,90.0
26,335,453,18,17,90.0
27,448,465,31,30,0.0
28,396,472,22,21,0.0
29,521,475,32,31,157.5
30,521,479,35,34,67.49999999999994
31,29,523,32,30,90.0
32,104,527,28,27,0.0
33,446,572,23,21,90.0
34,383,575,24,23,0.0
35,348,577,24,23,0.0
36,943,588,40,36,157.5
37,504,608,24,23,0.0
38,469,610,25,24,112.5
39,978,631,41,40,67.5
40,312,656,18,17,90.0
41,542,662,23,21,90.0
42,365,666,17,16,90.0
43,561,697,20,19,67.5
44,243,714,19,18,112.5
45,657,720,26,25,0.0
46,978,721,36,33,0.0
47,715,728,32,30,157.5
48,584,774,22,21,22.500000000000057
49,168,779,31,27,0.0
50,772,779,34,27,112.5
51,823,792,22,18,90.0
52,773,818,28,27,90.0
53,52,839,18,17,90.0
54,759,856,31,27,112.5
55,696,869,19,18,0.0
56,696,885,20,19,0.0
57,761,885,20,19,0.0
