node_id,x,y,semi_major,semi_minor,angle
1,53,27,30,28,0.0
2,430,29,30,29,90.0
3,134,29,31,30,90.0
4,108,33,28,27,112.5
5,395,90,23,21,22.5
6,174,118,35,34,135.0
7,159,138,31,27,22.5
8,556,200,34,30,90.0
9,482,206,23,22,0.0
10,1000,210,32,31,67.5
11,1093,220,25,24,90.0
12,167,230,32,31,157.5
13,97,232,26,25,157.5
14,50,245,35,31,22.500000000000057
15,595,250,32,30,67.5
16,834,304,29,28,112.5
17,609,360,29,28,157.5
18,147,386,24,23,90.0
19,546,411,28,27,90.0
20,217,465,29,28,90.0
21,431,503,27,26,0.0
22,534,597,34,31,22.5
23,157,633,24,23,90.0
24,354,634,39,38,22.5
25,363,634,41,36,112.5
26,568,661,27,24,0.0
27,388,682,33,28,67.5
28,183,704,28,27,0.0
29,252,711,33,32,90.0
30,449,715,48,39,0.0
31,513,721,32,31,0.0
32,480,722,44,40,22.500000000000057
33,642,734,32,31,112.5
34,640,743,35,32,22.5
35,406,746,39,34,0.0
36,257,752,33,32,0.0
37,481,765,34,31,0.0
38,406,766,39,36,0.0
39,518,778,34,32,67.49999999999994
40,450,784,32,24,0.0
41,862,792,29,28,90.0
42,528,798,33,32,157.5
43,554,798,31,30,90.0
44,304,800,28,27,67.5
45,576,839,35,34,90.0
46,624,841,42,40,67.49999999999994
47,205,853,24,23,0.0
48,842,855,28,27,112.5
49,455,856,14,13,157.5
50,626,856,45,44,157.5
51,279,864,18,17,90.0
52,44,886,19,18,0.0
