node_id,x,y,semi_major,semi_minor,angle
1,285,9,11,10,0.0
2,121,21,23,22,0.0
3,429,27,29,28,90.0
4,1102,32,28,26,90.0
5,121,43,24,23,90.0
6,13,56,15,14,90.0
7,273,79,22,20,157.5
8,162,126,36,35,22.5
9,140,128,30,29,0.0
10,156,128,33,32,22.5
11,999,188,33,32,0.0
12,552,229,34,29,67.49999999999994
13,177,244,33,32,45.0
14,178,247,34,31,67.5
15,580,251,29,28,22.500000000000057
16,57,257,33,31,0.0
17,59,326,31,29,90.0
18,143,337,24,22,90.0
19,435,407,23,22,22.5
20,308,414,18,17,157.5
21,536,418,35,30,112.5
22,465,425,27,26,22.500000000000057
23,214,471,34,31,90.0
24,578,506,24,22,0.0
25,429,508,28,27,22.5
26,520,543,32,31,90.0
27,663,550,30,29,0.0
28,520,573,31,30,112.5
29,368,654,48,46,90.0
30,371,654,47,43,90.0
31,587,668,28,27,67.49999999999994
32,338,691,41,40,112.5
33,186,703,26,25,112.5
34,274,708,48,43,157.5
35,474,716,36,35,0.0
36,645,727,27,26,90.0
37,371,752,16,15,67.5
38,629,757,25,23,112.5
39,474,779,23,22,157.5
40,934,781,28,26,22.5
41,517,790,24,22,157.5
42,846,793,25,24,90.0
43,446,797,20,18,157.5
44,834,856,27,26,90.0
45,650,863,30,29,0.0
46,203,878,23,22,67.5
47,564,879,27,25,0.0
48,56,887,18,17,0.0
