node_id,x,y,semi_major,semi_minor,angle
1,1104,28,26,24,90.0
2,121,29,31,30,90.0
3,429,29,31,30,90.0
4,121,33,32,31,90.0
5,24,34,27,25,90.0
6,32,33,26,25,90.0
7,171,119,33,32,135.0
8,156,129,34,32,22.5
9,1000,200,35,34,67.5
10,561,224,35,34,67.49999999999994
11,171,238,33,32,157.5
12,588,249,37,36,157.5
13,56,253,35,30,0.0
14,606,361,24,23,22.500000000000057
15,542,414,31,29,112.5
16,470,416,25,24,0.0
17,214,468,31,29,90.0
18,581,503,23,22,0.0
19,429,505,28,27,22.5
20,525,537,27,25,0.0
21,662,552,28,27,0.0
22,526,595,30,28,0.0
23,158,638,23,21,90.0
24,357,639,40,39,112.5
25,573,664,25,24,0.0
26,1110,680,19,18,90.0
27,376,681,24,23,157.5
28,189,706,27,26,112.5
29,361,712,16,14,90.0
30,270,712,41,39,112.5
31,511,718,29,28,0.0
32,474,720,40,39,45.0
33,642,729,28,27,112.5
34,631,753,27,25,22.5
35,270,756,37,36,90.0
36,475,772,26,25,157.5
37,395,775,25,24,157.5
38,536,783,28,26,157.5
39,932,783,25,24,0.0
40,518,787,25,24,157.5
41,448,789,23,22,157.5
42,856,792,29,28,67.5
43,302,797,28,27,67.5
44,371,799,21,18,0.0
45,840,855,28,26,90.0
46,627,858,46,45,157.5
47,201,859,29,27,67.49999999999994
48,495,862,14,13,0.0
49,203,863,27,26,157.5
50,45,888,17,16,0.0
