node_id,x,y,semi_major,semi_minor,angle
1,633,6,8,7,0.0
2,660,8,10,9,0.0
3,511,39,32,31,112.5
4,1113,76,16,15,90.0
5,1102,78,17,16,157.5
6,494,103,36,34,90.0
7,494,132,37,36,90.0
8,71,151,75,72,90.0
9,91,151,79,77,0.0
10,607,155,62,50,90.0
11,242,158,51,47,0.0
12,588,185,78,76,67.49999999999994
13,386,192,61,59,135.0
14,213,202,95,83,157.5
15,661,210,65,51,0.0
16,593,235,96,75,90.0
17,308,271,128,114,0.0
18,1098,276,31,30,90.0
19,308,287,121,120,67.5
20,1056,294,47,45,0.0
21,961,314,55,49,157.5
22,838,325,54,53,0.0
23,906,325,54,50,0.0
24,777,359,54,42,157.5
25,1056,364,39,38,90.0
26,554,368,96,95,90.0
27,1077,384,25,24,22.5
28,327,402,133,125,90.0
29,495,408,128,122,112.5
30,753,452,28,27,22.5
31,771,469,24,23,112.5
32,669,484,57,56,90.0
33,673,484,55,52,90.0
34,274,501,96,74,90.0
35,273,508,76,72,112.5
36,651,513,67,56,157.5
37,547,526,81,80,157.5
38,601,526,126,104,112.5
39,627,611,51,40,112.5
40,939,611,8,7,90.0
41,1029,620,25,24,45.0
42,1035,626,26,25,67.5
43,979,634,17,16,90.0
44,605,644,46,43,112.5
45,979,663,18,17,90.0
46,556,664,66,65,90.0
47,197,672,53,46,90.0
48,858,694,20,19,157.5
49,968,703,18,16,90.0
50,903,717,24,23,67.5
51,190,729,49,47,112.5
52,68,737,30,26,112.5
53,34,766,38,35,90.0
54,864,783,24,21,90.0
55,1095,836,28,27,112.5
56,1030,847,22,20,0.0
57,847,885,20,19,0.0
58,1028,887,18,17,90.0
59,1103,889,16,15,0.0
