node_id,x,y,semi_major,semi_minor,angle
1,998,19,22,20,0.0
2,888,20,23,21,0.0
3,1113,107,16,15,90.0
4,167,164,21,18,112.5
5,138,198,27,26,157.5
6,348,269,17,16,112.5
7,369,346,26,25,22.5
8,372,346,25,24,22.500000000000057
9,682,422,38,37,22.500000000000057
10,409,425,49,48,22.500000000000057
11,437,430,58,45,0.0
12,20,466,11,10,0.0
13,912,467,10,9,0.0
14,303,495,41,38,90.0
15,629,495,28,25,157.5
16,311,505,41,32,67.49999999999994
17,925,506,12,11,90.0
18,949,507,17,16,157.5
19,1117,546,12,11,90.0
20,577,557,57,52,0.0
21,1007,558,27,24,22.500000000000057
22,565,561,72,69,67.49999999999994
23,561,572,75,61,22.5
24,394,593,98,93,157.5
25,950,598,25,23,67.49999999999994
26,913,597,16,15,135.0
27,1006,598,20,18,67.49999999999994
28,398,607,108,92,0.0
29,445,610,105,97,22.5
30,918,629,15,13,22.500000000000057
31,1091,630,28,26,0.0
32,1039,634,30,27,90.0
33,879,649,27,26,0.0
34,277,687,58,55,112.5
35,516,698,59,58,22.500000000000057
36,992,713,26,25,90.0
37,869,723,26,22,0.0
38,839,729,23,22,157.5
39,231,748,50,48,90.0
40,229,762,48,45,0.0
41,528,776,61,59,67.5
42,801,785,20,19,90.0
43,988,801,15,14,0.0
44,911,813,27,25,157.5
45,815,837,27,26,157.5
46,872,842,35,33,157.5
47,1101,849,28,27,90.0
48,1067,853,30,29,90.0
49,179,855,53,49,0.0
50,528,855,53,49,0.0
51,21,865,23,22,90.0
52,563,878,28,26,0.0
