node_id,x,y,semi_major,semi_minor,angle
1,632,6,8,7,0.0
2,488,64,50,49,90.0
3,386,114,30,29,90.0
4,499,118,47,41,90.0
5,72,152,76,73,90.0
6,90,152,80,77,0.0
7,586,158,72,71,157.5
8,402,183,62,51,22.500000000000057
9,593,199,81,77,90.0
10,216,211,102,87,157.5
11,218,225,101,95,22.5
12,314,280,134,121,0.0
13,1048,296,47,43,0.0
14,967,316,53,51,157.5
15,844,324,58,54,0.0
16,907,324,58,52,0.0
17,138,336,14,13,22.5
18,767,367,48,47,157.5
19,320,378,144,139,90.0
20,1049,377,41,40,67.5
21,1049,384,39,38,90.0
22,531,393,122,114,67.49999999999994
23,1072,401,32,28,67.49999999999994
24,730,462,50,49,157.5
25,266,489,80,70,90.0
26,587,493,121,95,0.0
27,604,499,124,119,112.5
28,263,511,84,70,90.0
29,1039,628,23,22,22.500000000000057
30,976,635,14,13,0.0
31,596,650,66,53,90.0
32,195,658,54,53,67.5
33,562,663,69,68,112.5
34,867,686,19,18,22.5
35,966,704,17,16,90.0
36,903,719,24,23,90.0
37,189,722,49,48,90.0
38,44,748,49,45,90.0
39,866,785,24,23,90.0
40,857,786,28,26,157.5
41,1093,838,28,27,90.0
42,1027,848,23,22,0.0
43,1024,886,19,18,0.0
44,1100,889,16,15,0.0
45,919,892,13,12,0.0
