node_id,x,y,semi_major,semi_minor,angle
1,1055,10,12,11,90.0
2,699,41,43,42,0.0
3,420,56,60,57,0.0
4,699,63,48,43,90.0
5,98,63,57,56,22.5
6,202,81,65,54,0.0
7,380,87,87,72,112.5
8,382,98,78,66,112.5
9,606,110,37,36,90.0
10,748,115,69,63,0.0
11,486,134,19,17,90.0
12,790,154,62,59,22.500000000000057
13,592,158,50,47,67.49999999999994
14,572,168,58,57,67.5
15,80,270,87,81,90.0
16,1095,296,34,33,90.0
17,873,297,93,92,0.0
18,873,316,101,100,22.5
19,925,336,113,100,157.5
20,959,336,113,89,0.0
21,989,340,88,80,90.0
22,1010,366,63,61,157.5
23,1083,401,45,44,0.0
24,76,420,83,77,90.0
25,1002,466,36,31,0.0
26,895,475,58,55,112.5
27,1082,479,49,46,90.0
28,238,480,39,38,112.5
29,764,504,65,64,112.5
30,64,521,70,65,90.0
31,34,654,38,35,90.0
32,1089,702,14,13,22.5
33,1062,711,12,11,0.0
34,260,733,54,49,157.5
35,648,740,52,49,67.49999999999994
36,1004,765,19,17,112.5
37,948,773,18,16,112.5
38,462,775,62,57,67.49999999999994
39,992,779,17,16,157.5
40,462,787,61,52,0.0
41,511,827,47,43,67.5
42,928,836,26,25,157.5
43,922,837,23,22,90.0
44,988,850,23,22,67.5
45,510,859,39,35,90.0
46,426,868,32,27,67.49999999999994
47,650,878,28,26,0.0
