node_id,x,y,semi_major,semi_minor,angle
1,1096,50,35,32,90.0
2,1023,126,32,31,90.0
3,318,154,26,25,0.0
4,483,166,32,31,112.5
5,31,238,32,29,112.5
6,1107,249,23,21,90.0
7,65,369,31,30,112.5
8,239,491,28,27,90.0
9,438,543,32,31,67.5
10,15,562,17,16,90.0
11,438,572,32,31,90.0
12,265,677,25,24,0.0
13,628,686,33,32,157.5
14,803,685,41,40,0.0
15,325,693,35,33,0.0
16,200,701,29,28,157.5
17,331,741,39,38,0.0
18,453,770,34,32,112.5
19,809,770,26,25,135.0
20,264,795,35,34,0.0
21,1075,835,22,21,90.0
22,494,862,30,26,22.5
23,520,871,31,30,0.0
24,70,876,30,28,0.0
