node_id,x,y,semi_major,semi_minor,angle
1,728,11,13,12,0.0
2,113,81,22,21,67.5
3,112,136,32,29,157.5
4,317,171,22,21,157.5
5,812,200,40,38,67.5
6,59,372,33,32,112.5
7,241,507,25,24,90.0
8,17,558,19,18,90.0
9,879,690,38,37,90.0
10,635,697,31,30,0.0
11,29,704,32,30,90.0
12,188,708,28,27,157.5
13,477,736,28,27,112.5
14,340,741,46,45,90.0
15,365,744,49,44,112.5
16,882,757,36,35,0.0
17,197,793,42,38,112.5
18,449,797,27,26,67.49999999999994
19,53,798,31,30,112.5
20,263,805,32,28,0.0
21,1068,831,31,30,90.0
22,470,839,38,32,90.0
23,698,854,27,26,157.5
24,573,864,41,40,90.0
25,62,881,24,23,0.0
26,152,885,21,19,0.0
