node_id,x,y,semi_major,semi_minor,angle
1,243,19,22,20,0.0
2,848,19,22,20,0.0
3,332,31,17,16,22.5
4,353,54,26,25,90.0
5,364,54,27,25,0.0
6,838,82,21,20,90.0
7,691,101,22,21,22.500000000000057
8,688,108,23,22,135.0
9,1036,114,25,22,0.0
10,848,119,17,16,112.5
11,1107,127,23,21,90.0
12,1066,127,28,25,22.500000000000057
13,564,146,19,17,0.0
14,912,165,24,23,90.0
15,778,193,16,15,67.49999999999994
16,883,214,17,16,112.5
17,170,345,10,9,0.0
18,834,407,11,10,90.0
19,111,409,24,23,22.5
20,907,424,19,18,157.5
21,966,445,29,28,157.5
22,145,454,23,21,90.0
23,1064,456,28,27,0.0
24,870,460,24,23,157.5
25,986,485,47,43,90.0
26,1003,485,46,43,0.0
27,121,536,19,18,90.0
28,921,559,26,24,112.5
29,1084,564,23,20,90.0
30,764,580,28,24,90.0
31,762,594,25,24,22.5
32,82,604,27,24,0.0
33,767,694,23,21,0.0
34,9,704,11,10,90.0
35,385,718,53,50,112.5
36,1037,747,33,32,90.0
37,763,751,27,26,22.5
38,517,796,18,17,157.5
39,1027,803,29,28,0.0
40,359,813,70,67,0.0
41,792,817,19,18,0.0
42,260,820,22,20,22.5
43,1119,837,10,9,90.0
44,295,842,40,39,90.0
45,734,842,22,21,0.0
46,753,843,21,19,0.0
47,894,858,31,30,0.0
48,508,881,24,23,0.0
49,1073,893,12,11,0.0
