node_id,x,y,semi_major,semi_minor,angle
1,883,17,19,18,0.0
2,999,19,22,20,0.0
3,1110,33,19,18,90.0
4,1114,108,15,14,90.0
5,175,166,32,28,112.5
6,157,192,33,32,112.5
7,246,231,24,23,22.5
8,186,246,18,17,112.5
9,372,255,38,35,90.0
10,394,258,52,44,157.5
11,396,264,55,52,157.5
12,396,282,43,42,67.5
13,483,320,23,22,45.0
14,238,320,31,29,0.0
15,958,322,46,37,90.0
16,512,372,52,47,112.5
17,359,378,52,51,90.0
18,329,381,48,47,0.0
19,799,387,27,26,0.0
20,375,402,42,39,157.5
21,683,422,46,44,22.500000000000057
22,452,427,48,44,157.5
23,367,454,24,23,90.0
24,313,484,58,49,22.500000000000057
25,332,493,64,53,0.0
26,938,506,17,16,0.0
27,439,519,68,57,67.49999999999994
28,581,533,61,58,0.0
29,999,555,24,23,157.5
30,394,578,109,96,0.0
31,381,578,100,99,90.0
32,948,578,22,19,112.5
33,451,587,95,92,112.5
34,869,601,12,11,0.0
35,953,605,13,12,90.0
36,1095,625,30,29,0.0
37,868,647,29,28,157.5
38,874,652,31,29,22.500000000000057
39,276,668,56,51,90.0
40,529,699,61,56,90.0
41,984,713,28,26,112.5
42,835,725,18,17,157.5
43,903,736,18,17,0.0
44,219,745,45,40,112.5
45,533,761,62,59,90.0
46,188,779,38,37,90.0
47,802,788,16,15,90.0
48,982,797,11,10,0.0
49,902,806,21,20,67.49999999999994
50,183,823,45,40,90.0
51,70,828,47,44,157.5
52,813,837,29,28,157.5
53,859,837,30,29,157.5
54,1102,844,27,26,90.0
55,531,848,55,54,112.5
56,205,878,27,26,0.0
57,587,880,25,24,90.0
58,1056,883,23,21,0.0
59,804,894,11,10,0.0
