node_id,x,y,semi_major,semi_minor,angle
1,921,5,7,6,157.5
2,843,21,24,22,0.0
3,995,28,27,26,90.0
4,844,51,21,20,0.0
5,900,108,15,14,112.5
6,885,128,16,15,112.5
7,1014,130,27,25,22.5
8,9,353,11,10,90.0
9,62,415,22,19,0.0
10,63,426,23,20,90.0
11,94,438,10,8,45.0
12,100,461,10,9,90.0
13,26,468,20,18,0.0
14,1041,496,19,18,90.0
15,1116,547,13,12,90.0
16,1062,557,28,25,0.0
17,904,564,26,25,22.5
18,859,573,21,20,0.0
19,1002,574,31,30,0.0
20,422,602,72,71,22.500000000000057
21,787,651,36,35,90.0
22,411,682,102,87,0.0
23,454,682,95,89,90.0
24,1111,698,18,17,90.0
25,256,699,38,37,45.0
26,287,734,54,51,90.0
27,777,754,26,25,22.5
28,813,765,26,23,0.0
29,500,772,68,62,67.5
30,265,786,50,42,67.5
31,1008,805,26,25,0.0
32,812,829,26,25,157.5
33,750,833,11,10,0.0
34,784,845,19,17,67.5
35,100,847,22,21,135.0
36,194,848,47,44,0.0
37,243,848,51,48,157.5
38,1077,850,31,29,0.0
39,892,857,33,31,157.5
