node_id,x,y,semi_major,semi_minor,angle
1,1094,6,8,7,0.0
2,1049,9,11,10,0.0
3,709,23,26,24,0.0
4,781,41,34,32,90.0
5,203,60,66,61,0.0
6,147,69,76,70,0.0
7,360,77,79,78,0.0
8,727,77,38,35,90.0
9,800,149,56,52,157.5
10,804,156,53,51,90.0
11,575,175,48,45,67.5
12,875,285,88,86,0.0
13,877,289,90,89,90.0
14,1093,295,36,35,90.0
15,1036,297,53,46,22.500000000000057
16,877,314,88,87,90.0
17,908,353,73,61,67.49999999999994
18,989,411,63,60,90.0
19,992,447,68,62,0.0
20,1075,459,57,53,90.0
21,909,474,71,62,112.5
22,776,515,63,58,90.0
23,747,589,43,42,112.5
24,461,748,55,54,22.5
25,1056,763,16,15,157.5
26,947,765,14,13,90.0
27,975,765,15,14,157.5
28,1036,777,16,15,135.0
29,988,780,19,17,22.500000000000057
30,623,791,41,40,90.0
31,933,795,10,8,90.0
32,533,811,38,37,22.500000000000057
33,986,832,23,22,45.0
34,952,834,14,13,90.0
35,993,840,24,23,90.0
36,643,876,30,28,0.0
