node_id,x,y,semi_major,semi_minor,angle
1,253,10,12,11,0.0
2,209,11,13,12,0.0
3,378,47,29,26,90.0
4,383,79,24,23,67.5
5,695,99,18,17,22.500000000000057
6,861,111,18,17,157.5
7,1046,119,31,30,90.0
8,1082,120,31,28,0.0
9,921,159,23,22,67.5
10,551,165,26,25,157.5
11,1021,167,22,21,112.5
12,459,185,14,13,67.49999999999994
13,511,196,26,25,112.5
14,469,201,19,17,22.500000000000057
15,917,204,19,18,90.0
16,815,230,18,17,90.0
17,756,241,16,15,135.0
18,510,243,13,12,157.5
19,705,242,11,10,0.0
20,820,297,16,15,90.0
21,15,303,17,16,90.0
22,799,315,12,11,135.0
23,578,317,17,16,90.0
24,1030,395,19,18,90.0
25,108,408,31,29,22.5
26,201,412,26,24,22.500000000000057
27,973,412,22,19,22.500000000000057
28,879,413,16,15,90.0
29,146,433,28,27,0.0
30,195,434,31,28,90.0
31,1056,440,24,23,67.5
32,884,447,18,17,112.5
33,817,469,24,23,112.5
34,803,485,24,23,112.5
35,1030,523,21,19,0.0
36,827,542,23,22,90.0
37,1096,566,21,19,0.0
38,113,588,31,30,90.0
39,718,601,31,29,112.5
40,716,616,34,31,112.5
41,139,628,27,25,112.5
42,731,676,24,23,112.5
43,24,687,25,24,0.0
44,711,705,20,17,22.5
45,96,706,20,18,157.5
46,728,746,23,21,0.0
47,1060,753,40,39,90.0
48,1043,753,39,36,0.0
49,415,758,26,25,157.5
50,369,773,39,38,0.0
51,739,826,21,20,90.0
52,346,846,63,58,0.0
53,309,854,53,50,0.0
54,436,873,33,31,0.0
55,180,885,21,19,0.0
56,756,895,10,9,0.0
