node_id,x,y,semi_major,semi_minor,angle
1,1094,58,36,34,90.0
2,228,71,34,31,157.5
3,170,128,35,32,22.5
4,317,146,26,25,90.0
5,490,156,36,32,112.5
6,453,207,36,35,112.5
7,245,208,25,24,157.5
8,39,244,30,29,90.0
9,491,322,27,25,0.0
10,43,355,35,34,22.5
11,237,478,25,24,90.0
12,433,533,29,28,67.5
13,16,571,18,17,90.0
14,433,577,30,29,0.0
15,275,674,30,29,22.5
16,625,679,34,31,0.0
17,322,680,30,28,0.0
18,799,683,47,43,22.500000000000057
19,207,693,23,22,0.0
20,331,740,26,25,0.0
21,261,789,34,33,0.0
22,75,872,33,32,0.0
