node_id,x,y,semi_major,semi_minor,angle
1,875,11,13,12,0.0
2,14,33,16,15,90.0
3,84,40,28,26,22.500000000000057
4,80,53,32,29,112.5
5,188,61,19,18,0.0
6,1086,79,43,42,90.0
7,1086,131,44,42,90.0
8,164,133,24,23,157.5
9,362,164,18,17,112.5
10,55,167,56,55,135.0
11,997,194,35,30,0.0
12,843,196,26,24,0.0
13,1003,266,32,31,67.5
14,32,273,28,27,112.5
15,832,336,20,19,22.5
16,232,342,35,34,157.5
17,293,343,27,26,157.5
18,514,348,21,20,67.49999999999994
19,91,350,36,35,0.0
20,134,350,37,34,0.0
21,432,360,38,30,67.5
22,1087,362,25,23,22.5
23,430,395,27,26,90.0
24,557,409,25,22,90.0
25,630,416,28,25,112.5
26,317,430,18,17,157.5
27,385,443,23,19,67.49999999999994
28,450,454,25,24,0.0
29,401,462,23,22,22.500000000000057
30,516,462,26,22,90.0
31,228,547,26,25,67.5
32,442,563,23,21,0.0
33,383,574,41,34,22.500000000000057
34,597,586,18,17,0.0
35,504,601,23,22,0.0
36,480,601,23,22,90.0
37,635,601,20,19,22.500000000000057
38,369,603,43,42,135.0
39,736,609,22,21,0.0
40,1102,618,28,26,90.0
41,550,623,18,17,0.0
42,992,637,42,41,22.500000000000057
43,547,678,19,18,22.5
44,463,679,20,19,90.0
45,625,695,24,22,45.0
46,577,706,25,24,0.0
47,642,717,35,29,90.0
48,991,722,38,34,0.0
49,596,745,27,26,67.5
50,729,751,27,26,90.0
51,784,781,30,29,135.0
52,48,830,20,19,67.5
53,167,835,14,13,90.0
54,635,839,24,22,67.49999999999994
55,765,857,26,25,112.5
56,47,865,25,24,0.0
57,707,873,29,28,157.5
58,765,883,22,21,90.0
