node_id,x,y,semi_major,semi_minor,angle
1,26,19,22,20,0.0
2,88,29,26,23,90.0
3,23,31,25,24,90.0
4,84,47,25,23,112.5
5,43,54,20,17,67.5
6,1090,54,38,37,0.0
7,1089,143,39,38,0.0
8,1000,192,29,28,0.0
9,43,223,44,43,90.0
10,529,275,30,28,112.5
11,198,291,22,21,0.0
12,387,301,32,30,22.5
13,504,327,40,38,90.0
14,277,328,29,28,157.5
15,471,330,39,34,0.0
16,72,345,35,32,90.0
17,141,345,34,32,67.49999999999994
18,825,347,25,24,157.5
19,678,379,23,21,0.0
20,540,402,28,26,90.0
21,517,451,22,19,90.0
22,286,502,31,25,157.5
23,529,522,26,25,112.5
24,221,534,47,44,22.500000000000057
25,867,564,32,30,0.0
26,496,574,43,42,90.0
27,676,597,51,50,112.5
28,666,616,51,49,112.5
29,578,629,27,25,67.5
30,1090,631,31,29,0.0
31,463,654,22,20,90.0
32,389,655,22,21,67.5
33,465,667,21,20,90.0
34,677,682,30,25,90.0
35,164,687,32,30,157.5
36,144,697,37,30,157.5
37,276,703,22,20,67.49999999999994
38,625,725,33,31,90.0
39,605,767,23,22,112.5
40,533,771,17,16,67.5
41,810,793,24,22,67.5
42,628,803,19,18,112.5
43,169,830,20,19,90.0
44,63,847,42,36,90.0
45,616,848,21,20,90.0
46,61,865,38,37,90.0
47,587,871,15,14,90.0
48,636,881,24,23,0.0
